63,67,65,08,00,63,83,63,000,63,63,71,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0.700,0610.0,0000,63,0000,63,3
63,67,82,00,00,63,83,2,000,63,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,89,63,63,63,0,3.200,0610.0,0000,63,0000,63,3
63,67,82,00,00,63,83,2,000,63,63,69,63,63,89,63,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1,0.700,1300.0,0762,63,0000,63,3
63,67,65,00,60,84,63,63,000,63,63,71,63,63,63,63,77,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,2.801,0385.1,0000,63,0000,63,3
63,67,65,00,60,84,63,63,000,63,63,71,63,63,63,63,66,89,63,63,63,89,63,63,63,63,63,63,63,63,63,1,0.801,0255.0,0269,63,0000,63,3
63,67,65,00,45,63,83,63,000,63,63,68,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,1.600,0610.0,0000,63,0000,63,3
63,67,82,00,00,63,83,2,000,63,63,69,63,63,63,63,63,89,63,63,63,63,63,63,63,63,63,63,63,63,63,1,0.699,0610.0,4880,89,0000,63,3
63,67,65,00,00,63,83,2,000,63,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,89,63,63,63,0,3.300,0152.0,0000,63,0000,63,3
63,67,82,00,00,63,83,2,000,63,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,89,63,63,63,0,0.699,1320.0,0000,63,0000,63,3
63,67,65,00,00,63,83,3,000,78,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1,1.000,1320.0,0762,63,0000,63,3
63,67,82,00,00,63,83,2,000,63,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,1.200,0610.0,0000,63,0000,63,3
63,67,82,00,00,63,83,2,000,63,63,69,63,63,63,63,63,89,63,63,63,63,63,63,63,63,63,63,63,63,63,1,0.300,1320.0,4880,89,0000,63,3
63,67,82,00,00,63,83,2,000,63,63,69,63,63,63,63,66,89,63,63,63,89,63,63,63,63,63,63,63,63,63,1,1.200,0610.0,0150,63,0000,63,3
63,67,65,00,45,63,83,63,000,63,63,68,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,1.200,0609.9,0000,63,0000,63,3
63,67,65,00,00,63,83,2,000,63,63,70,63,63,89,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1,0.600,1220.0,0761,63,0000,63,3
63,67,65,00,00,63,83,2,000,63,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1,4.000,1320.0,0762,63,0000,63,3
63,67,65,10,00,63,63,63,000,63,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,3.201,0600.0,0000,63,0000,63,6
63,67,65,00,80,84,63,63,000,63,63,71,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1,0.800,0610.0,4170,89,0000,63,6
63,67,65,00,00,63,83,2,000,63,63,69,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,1,3.200,1320.1,0762,63,0000,63,3
63,67,65,00,70,84,63,63,000,63,63,71,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0,0.501,1200.1,0000,63,0000,63,3
